epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,2.028+-0.052,2.234+-0.041,0.08+-0.045,0.659+-0.027,0.08+-0.045,0.05+-0.025,0.073+-0.036
1,1.779+-0.055,2.182+-0.07,0.101+-0.024,0.713+-0.015,0.101+-0.024,0.065+-0.03,0.095+-0.055
2,1.614+-0.042,1.989+-0.069,0.238+-0.026,0.827+-0.061,0.238+-0.026,0.12+-0.01,0.221+-0.03
3,1.369+-0.045,1.84+-0.11,0.362+-0.098,0.857+-0.07,0.362+-0.098,0.176+-0.019,0.295+-0.098
4,1.244+-0.073,1.774+-0.119,0.376+-0.087,0.856+-0.086,0.376+-0.087,0.219+-0.011,0.314+-0.102
5,1.071+-0.104,1.795+-0.12,0.33+-0.081,0.827+-0.068,0.33+-0.081,0.209+-0.042,0.272+-0.11
6,0.963+-0.061,1.751+-0.109,0.331+-0.072,0.863+-0.026,0.331+-0.072,0.22+-0.034,0.299+-0.061
7,0.906+-0.055,1.581+-0.113,0.422+-0.045,0.919+-0.027,0.422+-0.045,0.279+-0.031,0.408+-0.045
8,0.831+-0.105,1.438+-0.12,0.496+-0.019,0.944+-0.018,0.496+-0.019,0.303+-0.046,0.477+-0.033
9,0.783+-0.118,1.408+-0.132,0.503+-0.017,0.95+-0.019,0.503+-0.017,0.311+-0.045,0.482+-0.03
10,0.747+-0.073,1.476+-0.106,0.473+-0.028,0.942+-0.019,0.473+-0.028,0.324+-0.013,0.471+-0.02
11,0.705+-0.057,1.518+-0.082,0.444+-0.036,0.936+-0.011,0.444+-0.036,0.321+-0.021,0.446+-0.032
12,0.667+-0.078,1.533+-0.074,0.435+-0.032,0.933+-0.018,0.435+-0.032,0.312+-0.025,0.414+-0.05
13,0.619+-0.035,1.565+-0.109,0.425+-0.027,0.932+-0.022,0.425+-0.027,0.302+-0.028,0.402+-0.042
14,0.585+-0.047,1.52+-0.154,0.441+-0.027,0.94+-0.018,0.441+-0.027,0.313+-0.016,0.425+-0.024
15,0.592+-0.092,1.481+-0.165,0.465+-0.03,0.948+-0.01,0.465+-0.03,0.325+-0.024,0.462+-0.035
16,0.57+-0.034,1.508+-0.174,0.466+-0.01,0.95+-0.013,0.466+-0.01,0.323+-0.027,0.462+-0.005
17,0.598+-0.122,1.492+-0.153,0.474+-0.021,0.953+-0.012,0.474+-0.021,0.329+-0.017,0.47+-0.017
18,0.521+-0.084,1.547+-0.196,0.453+-0.013,0.953+-0.011,0.453+-0.013,0.313+-0.023,0.437+-0.021
19,0.595+-0.09,1.556+-0.23,0.447+-0.023,0.951+-0.015,0.447+-0.023,0.315+-0.03,0.432+-0.037
20,0.512+-0.143,1.524+-0.162,0.46+-0.037,0.949+-0.01,0.46+-0.037,0.327+-0.032,0.451+-0.05
21,0.535+-0.11,1.451+-0.144,0.487+-0.026,0.953+-0.008,0.487+-0.026,0.341+-0.024,0.483+-0.022
22,0.456+-0.063,1.466+-0.113,0.485+-0.06,0.955+-0.005,0.485+-0.06,0.342+-0.013,0.475+-0.059
23,0.551+-0.008,1.543+-0.133,0.458+-0.039,0.953+-0.006,0.458+-0.039,0.331+-0.015,0.45+-0.038
24,0.492+-0.019,1.56+-0.306,0.451+-0.044,0.955+-0.012,0.451+-0.044,0.33+-0.038,0.451+-0.047
25,0.525+-0.062,1.545+-0.3,0.462+-0.022,0.95+-0.016,0.462+-0.022,0.332+-0.039,0.448+-0.032
26,0.471+-0.02,1.52+-0.26,0.478+-0.027,0.951+-0.016,0.478+-0.027,0.333+-0.031,0.462+-0.03
27,0.504+-0.025,1.447+-0.204,0.497+-0.024,0.957+-0.012,0.497+-0.024,0.345+-0.032,0.486+-0.024
28,0.492+-0.077,1.43+-0.135,0.498+-0.025,0.958+-0.009,0.498+-0.025,0.347+-0.027,0.489+-0.029
29,0.411+-0.045,1.503+-0.137,0.477+-0.027,0.954+-0.01,0.477+-0.027,0.341+-0.021,0.467+-0.029
30,0.404+-0.013,1.532+-0.165,0.47+-0.04,0.951+-0.01,0.47+-0.04,0.333+-0.017,0.457+-0.052
31,0.518+-0.047,1.48+-0.182,0.487+-0.048,0.952+-0.011,0.487+-0.048,0.343+-0.015,0.483+-0.051
32,0.398+-0.033,1.467+-0.195,0.497+-0.015,0.954+-0.011,0.497+-0.015,0.349+-0.018,0.492+-0.009
33,0.459+-0.071,1.445+-0.172,0.499+-0.005,0.955+-0.009,0.499+-0.005,0.347+-0.015,0.494+-0.009
34,0.4+-0.047,1.522+-0.263,0.48+-0.014,0.957+-0.011,0.48+-0.014,0.333+-0.02,0.468+-0.023
35,0.449+-0.012,1.544+-0.209,0.469+-0.016,0.957+-0.013,0.469+-0.016,0.327+-0.023,0.458+-0.029
36,0.423+-0.047,1.502+-0.153,0.483+-0.024,0.959+-0.01,0.483+-0.024,0.337+-0.028,0.477+-0.031
37,0.483+-0.028,1.436+-0.136,0.504+-0.015,0.959+-0.01,0.504+-0.015,0.349+-0.024,0.503+-0.015
38,0.388+-0.012,1.486+-0.166,0.489+-0.014,0.954+-0.008,0.489+-0.014,0.342+-0.023,0.475+-0.028
39,0.43+-0.035,1.47+-0.123,0.482+-0.038,0.956+-0.008,0.482+-0.038,0.342+-0.018,0.482+-0.034
40,0.49+-0.065,1.52+-0.166,0.474+-0.035,0.957+-0.01,0.474+-0.035,0.334+-0.034,0.455+-0.056
41,0.424+-0.074,1.557+-0.245,0.473+-0.013,0.957+-0.01,0.473+-0.013,0.334+-0.038,0.454+-0.033
42,0.414+-0.03,1.481+-0.237,0.49+-0.014,0.959+-0.01,0.49+-0.014,0.346+-0.025,0.482+-0.01
43,0.405+-0.046,1.492+-0.223,0.491+-0.009,0.956+-0.011,0.491+-0.009,0.346+-0.024,0.483+-0.002
44,0.405+-0.041,1.553+-0.269,0.479+-0.004,0.954+-0.012,0.479+-0.004,0.335+-0.025,0.462+-0.013
45,0.447+-0.063,1.457+-0.23,0.498+-0.021,0.957+-0.012,0.498+-0.021,0.35+-0.024,0.5+-0.02
46,0.359+-0.041,1.49+-0.197,0.492+-0.006,0.957+-0.014,0.492+-0.006,0.345+-0.02,0.487+-0.003
47,0.375+-0.044,1.558+-0.239,0.475+-0.005,0.955+-0.015,0.475+-0.005,0.331+-0.023,0.462+-0.007
48,0.352+-0.023,1.514+-0.189,0.477+-0.015,0.955+-0.012,0.477+-0.015,0.341+-0.015,0.475+-0.015
49,0.378+-0.058,1.488+-0.152,0.481+-0.02,0.956+-0.011,0.481+-0.02,0.345+-0.018,0.479+-0.019
50,0.355+-0.055,1.48+-0.175,0.486+-0.017,0.956+-0.013,0.486+-0.017,0.348+-0.015,0.484+-0.016
51,0.388+-0.023,1.49+-0.179,0.49+-0.02,0.954+-0.014,0.49+-0.02,0.35+-0.014,0.491+-0.02
52,0.328+-0.008,1.505+-0.158,0.49+-0.02,0.955+-0.014,0.49+-0.02,0.351+-0.017,0.49+-0.019
53,0.281+-0.051,1.501+-0.107,0.49+-0.025,0.956+-0.011,0.49+-0.025,0.349+-0.011,0.49+-0.025
