epoch,train_loss,val_loss,rmse,mae
0,0.397+-0.028,0.345+-0.036,0.155+-0.008,0.097+-0.005
1,0.307+-0.032,0.296+-0.021,0.137+-0.007,0.085+-0.007
2,0.258+-0.01,0.263+-0.006,0.125+-0.004,0.073+-0.004
3,0.234+-0.008,0.245+-0.008,0.116+-0.002,0.067+-0.001
4,0.222+-0.006,0.237+-0.009,0.115+-0.002,0.069+-0.0
5,0.215+-0.004,0.229+-0.006,0.112+-0.002,0.067+-0.001
6,0.207+-0.004,0.226+-0.005,0.111+-0.002,0.066+-0.001
7,0.201+-0.002,0.224+-0.003,0.111+-0.001,0.066+-0.001
8,0.199+-0.001,0.225+-0.005,0.111+-0.002,0.066+-0.002
9,0.198+-0.001,0.222+-0.003,0.11+-0.002,0.065+-0.001
10,0.195+-0.002,0.221+-0.002,0.109+-0.003,0.065+-0.001
11,0.196+-0.004,0.222+-0.003,0.109+-0.003,0.065+-0.001
12,0.195+-0.003,0.22+-0.001,0.109+-0.002,0.065+-0.001
13,0.196+-0.004,0.222+-0.002,0.109+-0.002,0.064+-0.001
14,0.196+-0.005,0.226+-0.004,0.111+-0.004,0.066+-0.003
15,0.195+-0.007,0.223+-0.003,0.11+-0.005,0.066+-0.002
16,0.191+-0.004,0.221+-0.002,0.108+-0.002,0.064+-0.001
17,0.191+-0.003,0.221+-0.003,0.108+-0.001,0.064+-0.001
18,0.191+-0.003,0.221+-0.003,0.108+-0.002,0.064+-0.001
19,0.19+-0.004,0.221+-0.002,0.108+-0.0,0.063+-0.001
20,0.191+-0.002,0.221+-0.002,0.108+-0.003,0.063+-0.002
21,0.189+-0.004,0.221+-0.002,0.108+-0.002,0.064+-0.002
22,0.188+-0.002,0.221+-0.002,0.108+-0.001,0.063+-0.001
23,0.188+-0.002,0.22+-0.001,0.107+-0.001,0.063+-0.001
24,0.189+-0.002,0.224+-0.007,0.11+-0.004,0.064+-0.002
25,0.19+-0.002,0.222+-0.002,0.109+-0.002,0.064+-0.002
26,0.188+-0.005,0.222+-0.003,0.108+-0.001,0.063+-0.002
27,0.188+-0.003,0.222+-0.001,0.108+-0.002,0.063+-0.001
28,0.188+-0.004,0.222+-0.002,0.108+-0.003,0.064+-0.001
29,0.188+-0.005,0.224+-0.001,0.11+-0.002,0.064+-0.001
30,0.188+-0.001,0.222+-0.003,0.109+-0.002,0.063+-0.001
31,0.186+-0.003,0.223+-0.004,0.109+-0.004,0.064+-0.002
32,0.189+-0.005,0.225+-0.003,0.11+-0.001,0.065+-0.001
33,0.189+-0.003,0.225+-0.006,0.11+-0.003,0.064+-0.002
34,0.189+-0.002,0.224+-0.005,0.109+-0.002,0.064+-0.002
35,0.187+-0.002,0.222+-0.002,0.108+-0.002,0.063+-0.001
36,0.186+-0.004,0.223+-0.001,0.108+-0.001,0.063+-0.001
37,0.187+-0.003,0.228+-0.005,0.111+-0.002,0.065+-0.002
38,0.187+-0.004,0.226+-0.004,0.11+-0.002,0.065+-0.002
39,0.188+-0.004,0.224+-0.003,0.109+-0.003,0.064+-0.001
40,0.185+-0.003,0.223+-0.003,0.108+-0.002,0.063+-0.001
41,0.185+-0.005,0.223+-0.003,0.108+-0.002,0.063+-0.001
42,0.184+-0.002,0.224+-0.003,0.109+-0.002,0.063+-0.002
43,0.186+-0.005,0.225+-0.001,0.11+-0.001,0.064+-0.001
44,0.185+-0.006,0.228+-0.003,0.111+-0.002,0.065+-0.001
45,0.185+-0.003,0.223+-0.002,0.109+-0.003,0.063+-0.001
46,0.183+-0.005,0.223+-0.001,0.108+-0.002,0.063+-0.001
47,0.185+-0.002,0.224+-0.002,0.109+-0.002,0.063+-0.001
48,0.185+-0.005,0.224+-0.001,0.109+-0.002,0.063+-0.001
49,0.184+-0.003,0.224+-0.001,0.109+-0.002,0.063+-0.001
50,0.185+-0.002,0.221+-0.003,0.107+-0.004,0.063+-0.003
51,0.182+-0.002,0.226+-0.006,0.109+-0.005,0.064+-0.003
52,0.179+-0.004,0.224+-0.004,0.108+-0.005,0.062+-0.004
53,0.175+-0.003,0.218+-0.001,0.104+-0.001,0.058+-0.001
54,0.173+-0.003,0.222+-0.002,0.106+-0.001,0.06+-0.001
55,0.171+-0.002,0.221+-0.005,0.104+-0.003,0.058+-0.002
56,0.172+-0.002,0.219+-0.006,0.104+-0.002,0.058+-0.002
57,0.172+-0.003,0.218+-0.006,0.104+-0.006,0.058+-0.004
58,0.17+-0.003,0.215+-0.003,0.1+-0.003,0.055+-0.002
59,0.169+-0.003,0.215+-0.002,0.1+-0.002,0.056+-0.001
60,0.167+-0.001,0.215+-0.003,0.099+-0.001,0.056+-0.001
61,0.166+-0.002,0.214+-0.001,0.099+-0.001,0.054+-0.001
62,0.165+-0.002,0.214+-0.003,0.097+-0.001,0.054+-0.001
63,0.165+-0.002,0.215+-0.004,0.1+-0.002,0.055+-0.001
64,0.165+-0.001,0.215+-0.003,0.099+-0.001,0.055+-0.001
65,0.165+-0.003,0.213+-0.002,0.098+-0.002,0.054+-0.001
66,0.163+-0.003,0.214+-0.002,0.098+-0.001,0.054+-0.001
67,0.163+-0.003,0.215+-0.004,0.098+-0.001,0.054+-0.001
68,0.163+-0.002,0.214+-0.001,0.097+-0.001,0.053+-0.001
69,0.163+-0.002,0.212+-0.001,0.096+-0.002,0.053+-0.001
70,0.163+-0.002,0.212+-0.001,0.097+-0.002,0.053+-0.001
71,0.164+-0.003,0.212+-0.002,0.098+-0.002,0.053+-0.001
72,0.164+-0.002,0.212+-0.002,0.098+-0.001,0.054+-0.0
73,0.163+-0.003,0.213+-0.002,0.097+-0.001,0.054+-0.001
74,0.163+-0.003,0.213+-0.005,0.098+-0.003,0.054+-0.002
75,0.162+-0.003,0.213+-0.003,0.098+-0.001,0.054+-0.001
76,0.163+-0.003,0.213+-0.001,0.098+-0.002,0.054+-0.001
77,0.163+-0.003,0.215+-0.004,0.099+-0.003,0.055+-0.002
78,0.162+-0.004,0.214+-0.004,0.098+-0.001,0.054+-0.001
79,0.162+-0.002,0.214+-0.003,0.098+-0.003,0.054+-0.002
80,0.163+-0.002,0.211+-0.003,0.096+-0.001,0.053+-0.0
81,0.162+-0.003,0.213+-0.001,0.097+-0.001,0.053+-0.001
82,0.163+-0.002,0.213+-0.001,0.098+-0.002,0.054+-0.001
83,0.163+-0.001,0.214+-0.006,0.1+-0.005,0.054+-0.002
84,0.162+-0.002,0.213+-0.003,0.099+-0.003,0.054+-0.002
85,0.163+-0.003,0.214+-0.003,0.098+-0.002,0.054+-0.002
86,0.162+-0.004,0.212+-0.003,0.098+-0.002,0.054+-0.002
87,0.162+-0.005,0.213+-0.004,0.098+-0.002,0.054+-0.002
88,0.162+-0.003,0.212+-0.002,0.097+-0.001,0.054+-0.001
89,0.162+-0.003,0.211+-0.001,0.098+-0.001,0.053+-0.001
90,0.162+-0.003,0.211+-0.001,0.097+-0.002,0.054+-0.001
91,0.163+-0.004,0.212+-0.002,0.097+-0.002,0.053+-0.001
92,0.163+-0.003,0.211+-0.001,0.097+-0.002,0.053+-0.0
93,0.163+-0.005,0.212+-0.003,0.097+-0.002,0.053+-0.001
94,0.162+-0.004,0.213+-0.002,0.096+-0.001,0.053+-0.001
95,0.162+-0.003,0.213+-0.003,0.098+-0.001,0.054+-0.001
96,0.161+-0.004,0.213+-0.003,0.098+-0.002,0.054+-0.001
97,0.162+-0.003,0.212+-0.002,0.098+-0.002,0.053+-0.001
98,0.161+-0.003,0.212+-0.002,0.097+-0.002,0.053+-0.001
99,0.162+-0.001,0.212+-0.002,0.096+-0.002,0.053+-0.001
