epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,1.559+-0.015,1.488+-0.159,0.478+-0.054,0.948+-0.013,0.478+-0.054,0.43+-0.03,0.493+-0.049
1,1.194+-0.041,1.397+-0.063,0.477+-0.032,0.967+-0.004,0.477+-0.032,0.427+-0.021,0.49+-0.043
2,1.082+-0.034,1.407+-0.18,0.484+-0.048,0.961+-0.01,0.484+-0.048,0.435+-0.046,0.493+-0.029
3,0.993+-0.008,1.334+-0.288,0.499+-0.09,0.964+-0.019,0.499+-0.09,0.454+-0.086,0.505+-0.103
4,0.923+-0.021,1.244+-0.089,0.539+-0.015,0.963+-0.018,0.539+-0.015,0.483+-0.033,0.544+-0.008
5,0.91+-0.025,1.219+-0.143,0.543+-0.05,0.969+-0.012,0.543+-0.05,0.497+-0.043,0.553+-0.038
6,0.876+-0.029,1.063+-0.012,0.591+-0.002,0.979+-0.002,0.591+-0.002,0.535+-0.019,0.595+-0.003
7,0.851+-0.027,1.13+-0.123,0.569+-0.04,0.976+-0.008,0.569+-0.04,0.519+-0.035,0.575+-0.038
8,0.853+-0.022,1.096+-0.119,0.579+-0.048,0.979+-0.007,0.579+-0.048,0.527+-0.048,0.584+-0.048
9,0.833+-0.024,1.042+-0.027,0.604+-0.002,0.977+-0.003,0.604+-0.002,0.544+-0.006,0.607+-0.004
10,0.801+-0.012,1.152+-0.089,0.559+-0.033,0.975+-0.003,0.559+-0.033,0.513+-0.019,0.561+-0.037
11,0.79+-0.007,1.25+-0.08,0.531+-0.035,0.964+-0.005,0.531+-0.035,0.478+-0.025,0.539+-0.023
12,0.815+-0.027,1.253+-0.166,0.531+-0.045,0.968+-0.011,0.531+-0.045,0.487+-0.03,0.538+-0.041
13,0.794+-0.031,1.128+-0.011,0.579+-0.01,0.972+-0.004,0.579+-0.01,0.511+-0.007,0.592+-0.011
14,0.767+-0.03,1.092+-0.016,0.584+-0.007,0.976+-0.002,0.584+-0.007,0.532+-0.01,0.592+-0.005
15,0.744+-0.024,1.099+-0.053,0.58+-0.018,0.979+-0.003,0.58+-0.018,0.518+-0.007,0.59+-0.01
16,0.753+-0.025,1.236+-0.119,0.534+-0.046,0.969+-0.007,0.534+-0.046,0.499+-0.027,0.53+-0.069
17,0.741+-0.004,1.121+-0.121,0.572+-0.043,0.975+-0.005,0.572+-0.043,0.519+-0.026,0.576+-0.041
18,0.75+-0.008,1.114+-0.009,0.583+-0.005,0.976+-0.001,0.583+-0.005,0.523+-0.01,0.59+-0.013
19,0.723+-0.017,1.102+-0.107,0.573+-0.047,0.979+-0.007,0.573+-0.047,0.535+-0.024,0.576+-0.054
20,0.72+-0.016,1.088+-0.162,0.59+-0.061,0.979+-0.008,0.59+-0.061,0.543+-0.039,0.598+-0.055
21,0.721+-0.023,1.161+-0.118,0.553+-0.038,0.977+-0.006,0.553+-0.038,0.523+-0.026,0.555+-0.037
22,0.726+-0.012,1.084+-0.072,0.588+-0.022,0.978+-0.006,0.588+-0.022,0.55+-0.019,0.597+-0.016
23,0.72+-0.012,1.086+-0.142,0.586+-0.049,0.977+-0.006,0.586+-0.049,0.548+-0.034,0.588+-0.049
24,0.721+-0.05,1.112+-0.07,0.576+-0.024,0.977+-0.007,0.576+-0.024,0.532+-0.026,0.586+-0.026
25,0.698+-0.042,1.096+-0.092,0.582+-0.035,0.977+-0.007,0.582+-0.035,0.531+-0.024,0.589+-0.034
