epoch,train_loss,val_loss,top1,top5,f1_micro,f1_macro,f1_weighted
0,2.036+-0.034,2.351+-0.066,0.016+-0.005,0.385+-0.089,0.016+-0.005,0.009+-0.005,0.007+-0.006
1,1.876+-0.061,2.287+-0.044,0.027+-0.015,0.502+-0.077,0.027+-0.015,0.015+-0.012,0.009+-0.01
2,1.883+-0.08,2.177+-0.067,0.09+-0.057,0.681+-0.097,0.09+-0.057,0.037+-0.022,0.056+-0.068
3,1.732+-0.071,2.075+-0.158,0.146+-0.144,0.81+-0.082,0.146+-0.144,0.061+-0.051,0.128+-0.149
4,1.742+-0.124,2.03+-0.188,0.131+-0.103,0.817+-0.064,0.131+-0.103,0.06+-0.043,0.1+-0.086
5,1.6+-0.116,2.06+-0.115,0.088+-0.054,0.719+-0.07,0.088+-0.054,0.056+-0.028,0.085+-0.058
6,1.664+-0.228,2.183+-0.073,0.086+-0.006,0.653+-0.093,0.086+-0.006,0.045+-0.011,0.06+-0.036
7,1.622+-0.015,2.211+-0.195,0.086+-0.062,0.674+-0.089,0.086+-0.062,0.051+-0.055,0.034+-0.033
8,1.467+-0.148,2.174+-0.244,0.098+-0.085,0.716+-0.198,0.098+-0.085,0.06+-0.025,0.071+-0.073
9,1.488+-0.111,2.091+-0.286,0.137+-0.098,0.831+-0.083,0.137+-0.098,0.074+-0.02,0.092+-0.063
10,1.293+-0.218,2.103+-0.379,0.198+-0.167,0.828+-0.071,0.198+-0.167,0.117+-0.092,0.162+-0.156
11,1.371+-0.193,2.228+-0.257,0.179+-0.105,0.786+-0.037,0.179+-0.105,0.115+-0.032,0.146+-0.064
12,1.231+-0.047,2.337+-0.125,0.138+-0.045,0.766+-0.082,0.138+-0.045,0.101+-0.048,0.113+-0.025
13,1.221+-0.125,2.371+-0.37,0.183+-0.035,0.766+-0.082,0.183+-0.035,0.12+-0.05,0.152+-0.057
14,1.208+-0.13,2.346+-0.444,0.256+-0.111,0.75+-0.088,0.256+-0.111,0.159+-0.048,0.217+-0.11
15,1.107+-0.028,2.362+-0.231,0.239+-0.029,0.748+-0.071,0.239+-0.029,0.163+-0.065,0.199+-0.046
16,1.096+-0.1,2.351+-0.096,0.231+-0.034,0.806+-0.036,0.231+-0.034,0.152+-0.078,0.163+-0.053
17,0.994+-0.253,2.11+-0.104,0.277+-0.039,0.876+-0.034,0.277+-0.039,0.184+-0.043,0.234+-0.054
18,0.991+-0.191,2.076+-0.21,0.349+-0.069,0.894+-0.02,0.349+-0.069,0.203+-0.027,0.306+-0.082
19,1.102+-0.046,1.937+-0.146,0.404+-0.035,0.884+-0.028,0.404+-0.035,0.222+-0.048,0.356+-0.043
20,0.986+-0.091,1.962+-0.273,0.383+-0.064,0.888+-0.057,0.383+-0.064,0.227+-0.042,0.353+-0.069
21,1.06+-0.142,2.235+-0.317,0.323+-0.101,0.877+-0.066,0.323+-0.101,0.186+-0.063,0.266+-0.104
22,0.926+-0.183,2.4+-0.164,0.29+-0.038,0.848+-0.04,0.29+-0.038,0.177+-0.074,0.226+-0.04
23,0.943+-0.161,2.591+-0.128,0.258+-0.069,0.847+-0.019,0.258+-0.069,0.185+-0.05,0.211+-0.06
24,0.84+-0.068,2.759+-0.208,0.264+-0.069,0.854+-0.039,0.264+-0.069,0.19+-0.046,0.205+-0.071
25,0.905+-0.135,2.626+-0.497,0.307+-0.081,0.875+-0.033,0.307+-0.081,0.21+-0.055,0.249+-0.129
26,0.989+-0.183,2.343+-0.372,0.383+-0.052,0.892+-0.053,0.383+-0.052,0.241+-0.055,0.355+-0.072
27,0.907+-0.215,2.074+-0.325,0.437+-0.043,0.914+-0.055,0.437+-0.043,0.265+-0.058,0.429+-0.049
28,0.918+-0.147,2.112+-0.245,0.455+-0.02,0.929+-0.046,0.455+-0.02,0.273+-0.058,0.433+-0.036
29,0.89+-0.142,2.292+-0.345,0.433+-0.045,0.93+-0.043,0.433+-0.045,0.245+-0.063,0.384+-0.063
30,0.962+-0.14,2.421+-0.588,0.405+-0.04,0.914+-0.055,0.405+-0.04,0.233+-0.07,0.35+-0.05
31,0.835+-0.297,2.549+-0.364,0.334+-0.027,0.913+-0.038,0.334+-0.027,0.208+-0.04,0.28+-0.032
32,0.883+-0.069,2.688+-0.226,0.29+-0.04,0.898+-0.032,0.29+-0.04,0.195+-0.008,0.238+-0.043
33,0.753+-0.207,2.705+-0.499,0.333+-0.08,0.886+-0.044,0.333+-0.08,0.22+-0.047,0.282+-0.128
34,0.854+-0.234,2.424+-0.529,0.385+-0.091,0.905+-0.028,0.385+-0.091,0.237+-0.071,0.333+-0.143
35,0.694+-0.195,2.128+-0.406,0.454+-0.055,0.927+-0.031,0.454+-0.055,0.271+-0.053,0.438+-0.062
36,0.922+-0.479,2.169+-0.347,0.463+-0.015,0.935+-0.027,0.463+-0.015,0.28+-0.035,0.444+-0.005
37,0.738+-0.028,2.32+-0.464,0.45+-0.058,0.927+-0.042,0.45+-0.058,0.261+-0.044,0.408+-0.073
38,0.841+-0.187,2.428+-0.662,0.424+-0.065,0.906+-0.07,0.424+-0.065,0.258+-0.061,0.379+-0.082
39,0.736+-0.249,2.445+-0.565,0.384+-0.017,0.919+-0.031,0.384+-0.017,0.246+-0.052,0.341+-0.043
40,0.625+-0.075,2.629+-0.09,0.329+-0.067,0.92+-0.02,0.329+-0.067,0.215+-0.028,0.272+-0.06
41,0.728+-0.072,2.766+-0.108,0.34+-0.05,0.897+-0.059,0.34+-0.05,0.224+-0.027,0.314+-0.071
42,0.863+-0.176,2.84+-0.296,0.365+-0.011,0.884+-0.072,0.365+-0.011,0.227+-0.043,0.333+-0.038
43,0.755+-0.194,2.65+-0.517,0.411+-0.062,0.9+-0.049,0.411+-0.062,0.249+-0.057,0.381+-0.086
44,0.834+-0.267,2.434+-0.47,0.434+-0.064,0.934+-0.024,0.434+-0.064,0.277+-0.055,0.415+-0.074
45,0.594+-0.041,2.522+-0.501,0.447+-0.046,0.932+-0.04,0.447+-0.046,0.271+-0.045,0.405+-0.064
46,0.665+-0.189,2.784+-0.568,0.431+-0.037,0.913+-0.072,0.431+-0.037,0.257+-0.036,0.37+-0.052
47,0.808+-0.169,2.896+-0.495,0.4+-0.041,0.917+-0.06,0.4+-0.041,0.238+-0.031,0.34+-0.058
48,0.828+-0.05,2.811+-0.347,0.384+-0.05,0.934+-0.022,0.384+-0.05,0.237+-0.016,0.328+-0.076
49,0.667+-0.03,2.661+-0.226,0.401+-0.068,0.934+-0.016,0.401+-0.068,0.25+-0.02,0.369+-0.087
50,0.607+-0.105,2.593+-0.548,0.442+-0.075,0.933+-0.014,0.442+-0.075,0.266+-0.044,0.419+-0.087
